subject_id,comparison,outer_fold,classifier,accuracy,n_selected_features,selected_features,sfs_inner_accuracy,grid_inner_accuracy,best_params
irene,rest2_vs_type2,4,LDA,0.75,1,BP__F7__gamma,0.7733333333333332,,{}
irene,rest2_vs_type2,4,RBF-SVM,0.75,1,BP__F7__gamma,0.7733333333333332,0.8377777777777776,"{""clf__C"": 0.1, ""clf__gamma"": 1.0}"
irene,rest2_vs_type2,4,KFDA,0.75,1,BP__F7__gamma,0.7733333333333332,0.8155555555555555,"{""clf__C"": 0.1, ""clf__gamma"": 18.679185894122995}"
irene,rest2_vs_type2,5,LDA,0.75,2,BP__F8__delta;BP__F3__alpha,0.8111111111111111,,{}
irene,rest2_vs_type2,5,RBF-SVM,0.75,2,BP__F8__delta;BP__F3__alpha,0.8111111111111111,0.8311111111111111,"{""clf__C"": 50.0, ""clf__gamma"": 0.012386912896918909}"
irene,rest2_vs_type2,5,KFDA,0.75,2,BP__F8__delta;BP__F3__alpha,0.8111111111111111,0.8111111111111111,"{""clf__C"": 1.0, ""clf__gamma"": 0.14204568230027764}"
jh,rest2_vs_type2,1,LDA,0.6666666666666666,1,BP__FP1__gamma,0.7288888888888889,,{}
jh,rest2_vs_type2,1,RBF-SVM,0.8333333333333334,1,BP__FP1__gamma,0.7288888888888889,0.8977777777777778,"{""clf__C"": 1.0, ""clf__gamma"": 7.039988712124658}"
jh,rest2_vs_type2,1,KFDA,0.8333333333333334,1,BP__FP1__gamma,0.7288888888888889,0.8977777777777778,"{""clf__C"": 10.0, ""clf__gamma"": 7.039988712124658}"
jh,rest2_vs_type2,2,LDA,0.5833333333333334,2,BP__F8__theta;BP__F4__gamma,0.7266666666666666,,{}
jh,rest2_vs_type2,2,RBF-SVM,1.0,2,BP__F8__theta;BP__F4__gamma,0.7266666666666666,0.8111111111111111,"{""clf__C"": 10.0, ""clf__gamma"": 80.73036504912677}"
jh,rest2_vs_type2,2,KFDA,0.9166666666666666,2,BP__F8__theta;BP__F4__gamma,0.7266666666666666,0.8088888888888889,"{""clf__C"": 50.0, ""clf__gamma"": 131.50125784630401}"
jh,rest2_vs_type2,3,LDA,0.5833333333333334,2,BP__F3__gamma;BP__F8__gamma,0.7488888888888889,,{}
jh,rest2_vs_type2,3,RBF-SVM,0.6666666666666666,2,BP__F3__gamma;BP__F8__gamma,0.7488888888888889,0.8733333333333334,"{""clf__C"": 1.0, ""clf__gamma"": 7.039988712124658}"
jh,rest2_vs_type2,3,KFDA,0.6666666666666666,2,BP__F3__gamma;BP__F8__gamma,0.7488888888888889,0.8955555555555555,"{""clf__C"": 0.1, ""clf__gamma"": 49.561441066842605}"
jh,rest2_vs_type2,4,LDA,0.4166666666666667,4,BP__F3__theta;BP__F4__alpha;BP__FP1__alpha;BP__F3__delta,0.8355555555555554,,{}
jh,rest2_vs_type2,4,RBF-SVM,0.4166666666666667,4,BP__F3__theta;BP__F4__alpha;BP__FP1__alpha;BP__F3__delta,0.8355555555555554,0.8355555555555554,"{""clf__C"": 10.0, ""clf__gamma"": 0.007604489997873477}"
jh,rest2_vs_type2,4,KFDA,0.5833333333333334,4,BP__F3__theta;BP__F4__alpha;BP__FP1__alpha;BP__F3__delta,0.8355555555555554,0.8355555555555554,"{""clf__C"": 1.0, ""clf__gamma"": 0.23137744865585788}"
jh,rest2_vs_type2,5,LDA,0.8333333333333334,5,BP__FP2__theta;BP__FP2__beta_low;BP__F7__alpha;BP__F3__alpha;BP__F8__alpha,0.8177777777777777,,{}
jh,rest2_vs_type2,5,RBF-SVM,0.5,5,BP__FP2__theta;BP__FP2__beta_low;BP__F7__alpha;BP__F3__alpha;BP__F8__alpha,0.8177777777777777,0.8577777777777778,"{""clf__C"": 100.0, ""clf__gamma"": 0.02017697586015141}"
jh,rest2_vs_type2,5,KFDA,0.9166666666666666,5,BP__FP2__theta;BP__FP2__beta_low;BP__F7__alpha;BP__F3__alpha;BP__F8__alpha,0.8177777777777777,0.7755555555555556,"{""clf__C"": 50.0, ""clf__gamma"": 0.6139132535407591}"
lin,rest2_vs_type2,1,LDA,0.6666666666666666,2,BP__F7__alpha;BP__FP2__gamma,0.9177777777777777,,{}
lin,rest2_vs_type2,1,RBF-SVM,0.5833333333333334,2,BP__F7__alpha;BP__FP2__gamma,0.9177777777777777,0.9177777777777777,"{""clf__C"": 1.0, ""clf__gamma"": 0.03286616756321879}"
lin,rest2_vs_type2,1,KFDA,0.5833333333333334,2,BP__F7__alpha;BP__FP2__gamma,0.9177777777777777,0.9177777777777777,"{""clf__C"": 0.1, ""clf__gamma"": 0.14204568230027764}"
lin,rest2_vs_type2,2,LDA,0.8333333333333334,4,BP__FP2__gamma;BP__F3__gamma;BP__F4__gamma;BP__FP1__beta_high,1.0,,{}
lin,rest2_vs_type2,2,RBF-SVM,0.75,4,BP__FP2__gamma;BP__F3__gamma;BP__F4__gamma;BP__FP1__beta_high,1.0,1.0,"{""clf__C"": 1.0, ""clf__gamma"": 0.053535523746494146}"
lin,rest2_vs_type2,2,KFDA,0.75,4,BP__FP2__gamma;BP__F3__gamma;BP__F4__gamma;BP__FP1__beta_high,1.0,1.0,"{""clf__C"": 50.0, ""clf__gamma"": 0.14204568230027764}"
lin,rest2_vs_type2,3,LDA,0.8333333333333334,3,BP__FP1__alpha;BP__F3__gamma;BP__F4__gamma,0.9777777777777779,,{}
lin,rest2_vs_type2,3,RBF-SVM,0.9166666666666666,3,BP__FP1__alpha;BP__F3__gamma;BP__F4__gamma,0.9777777777777779,0.9777777777777779,"{""clf__C"": 10.0, ""clf__gamma"": 0.007604489997873477}"
lin,rest2_vs_type2,3,KFDA,0.9166666666666666,3,BP__FP1__alpha;BP__F3__gamma;BP__F4__gamma,0.9777777777777779,0.9777777777777779,"{""clf__C"": 1000.0, ""clf__gamma"": 0.053535523746494146}"
lin,rest2_vs_type2,4,LDA,1.0,3,BP__FP2__alpha;BP__F4__gamma;BP__F3__gamma,0.9800000000000001,,{}
lin,rest2_vs_type2,4,RBF-SVM,1.0,3,BP__FP2__alpha;BP__F4__gamma;BP__F3__gamma,0.9800000000000001,0.9800000000000001,"{""clf__C"": 1.0, ""clf__gamma"": 0.02017697586015141}"
lin,rest2_vs_type2,4,KFDA,0.9166666666666666,3,BP__FP2__alpha;BP__F4__gamma;BP__F3__gamma,0.9800000000000001,0.96,"{""clf__C"": 10.0, ""clf__gamma"": 0.03286616756321879}"
lin,rest2_vs_type2,5,LDA,0.9166666666666666,5,BP__FP2__alpha;BP__F4__theta;BP__F4__alpha;BP__F3__gamma;BP__F4__beta_low,0.96,,{}
lin,rest2_vs_type2,5,RBF-SVM,0.8333333333333334,5,BP__FP2__alpha;BP__F4__theta;BP__F4__alpha;BP__F3__gamma;BP__F4__beta_low,0.96,0.96,"{""clf__C"": 1.0, ""clf__gamma"": 0.007604489997873477}"
lin,rest2_vs_type2,5,KFDA,0.9166666666666666,5,BP__FP2__alpha;BP__F4__theta;BP__F4__alpha;BP__F3__gamma;BP__F4__beta_low,0.96,1.0,"{""clf__C"": 1000.0, ""clf__gamma"": 0.03286616756321879}"
pftest,rest2_vs_type2,1,LDA,0.9166666666666666,2,BP__F8__beta_high;BP__FP1__beta_low,0.8577777777777778,,{}
pftest,rest2_vs_type2,1,RBF-SVM,0.8333333333333334,2,BP__F8__beta_high;BP__FP1__beta_low,0.8577777777777778,0.8577777777777778,"{""clf__C"": 10.0, ""clf__gamma"": 0.02017697586015141}"
pftest,rest2_vs_type2,1,KFDA,0.75,2,BP__F8__beta_high;BP__FP1__beta_low,0.8577777777777778,0.8355555555555556,"{""clf__C"": 50.0, ""clf__gamma"": 0.02017697586015141}"
pftest,rest2_vs_type2,2,LDA,0.5833333333333334,5,BP__F3__gamma;BP__FP1__alpha;BP__Fz__beta_low;BP__FP1__delta;BP__FP1__beta_low,0.9377777777777776,,{}
pftest,rest2_vs_type2,2,RBF-SVM,0.5,5,BP__F3__gamma;BP__FP1__alpha;BP__Fz__beta_low;BP__FP1__delta;BP__FP1__beta_low,0.9377777777777776,0.9577777777777777,"{""clf__C"": 10.0, ""clf__gamma"": 0.03286616756321879}"
pftest,rest2_vs_type2,2,KFDA,0.5833333333333334,5,BP__F3__gamma;BP__FP1__alpha;BP__Fz__beta_low;BP__FP1__delta;BP__FP1__beta_low,0.9377777777777776,0.9377777777777776,"{""clf__C"": 50.0, ""clf__gamma"": 0.053535523746494146}"
pftest,rest2_vs_type2,3,LDA,0.75,3,BP__F4__gamma;BP__F7__theta;BP__F4__beta_low,0.8955555555555555,,{}
pftest,rest2_vs_type2,3,RBF-SVM,0.75,3,BP__F4__gamma;BP__F7__theta;BP__F4__beta_low,0.8955555555555555,0.8955555555555555,"{""clf__C"": 1.0, ""clf__gamma"": 0.02017697586015141}"
